"Author","Title","Category"
"Anceaume","Data Stream Analysis: Algorithms and Performance E","Mathematics & Statistics"
"Chakraverty","Advanced Numerical and Semi Analytical Methods for","Mathematics & Statistics"
"Ekstr?m","The Theory of Statistics and Its History: Advancin","Mathematics & Statistics"
"Jacquier","Handbook of Econometric Methods for Finance: Bayes","Mathematics & Statistics"
"Wu","Experiments: Planning, Analysis, and Optimization","Mathematics & Statistics"
"Biffignandi","Handbook of Web Surveys, Second Edition","Mathematics & Statistics"
"Rausand","Risk Assessment: Theory, Methods, and Applications","Mathematics & Statistics"
"Aitken","Statistics and the Evaluation of Evidence for Fore","Mathematics & Statistics"
"Rao","Engineering Optimization: Theory and Practice, Fif","Mathematics & Statistics"
"Zolotovitski","Handling Large R Projects","Mathematics & Statistics"
"Geraci","Applied Statistics Using Quantiles","Mathematics & Statistics"
"Chevret","Statistical Modelling of Intensive Care Data","Mathematics & Statistics"
"Kravchuk","Rank-Based Statistical Inference: with Examples in","Mathematics & Statistics"
"Nordhausen","Linear Dimensionality Reduction - An Approach Base","Mathematics & Statistics"
"Ciampi","Prediction Trees - At the Cross-road of Statistics","Mathematics & Statistics"
"Chao","Statistical Estimation of Biodiversity Measures","Mathematics & Statistics"
"Cox","Statistical Data Confidentiality","Mathematics & Statistics"
"Gower","Canonical Analysis","Mathematics & Statistics"
"Lynn","Advances in Longitudinal Survey Methodology","Mathematics & Statistics"
"de U¤a-?lvarez","The Statistical Analysis of Doubly Truncated Data-","Mathematics & Statistics"
"Wang","Structural Equation Modeling: Applications Using M","Mathematics & Statistics"
"Barnhart","Assessing Agreement with Continuous Measurements","Mathematics & Statistics"
"Till?","Theory of Survey Sampling and Applications","Mathematics & Statistics"
"Borenstein","Computing Effect Sizes for Meta-Analysis","Mathematics & Statistics"
"Devolder","Pension Funding Methods","Mathematics & Statistics"
"Lazega","Networks of Collective Action: A Neo-Structural So","Mathematics & Statistics"
"Lederer","An Introduction to Regularized Estimation in High ","Mathematics & Statistics"
"Fawcett","Extreme Values - Statistical Analysis Using R","Mathematics & Statistics"
"Vevea","Introduction to Bayesian Meta-Analysis for Social ","Mathematics & Statistics"
"Reynolds","Preclinical Trial Design: A guide to best practice","Mathematics & Statistics"
"Chatterjee","Regression Modeling and Data Analysis with Applica","Mathematics & Statistics"
"Ostoic","Algebraic Analysis of Social Networks: Models, Met","Mathematics & Statistics"
"Senn","Statistical Issues in Drug Development 3e","Mathematics & Statistics"
"Hadley","R: Finding your Feet - An essential toolkit on R p","Mathematics & Statistics"
"Salmaso","Permutation Tests for Complex Data: Theory, Applic","Mathematics & Statistics"
"Wiedermann","Direction Dependence in Statistical Models: Method","Mathematics & Statistics"
"Mardia","Multivariate Analysis 2e","Mathematics & Statistics"
"Srinivasan","Introduction to Applied Business Analytics","Mathematics & Statistics"
"Altman","Disability Definition and Measurement: Conceptual,","Mathematics & Statistics"
"Campbell","Statistics at Square One 12th Edition","Mathematics & Statistics"
"Bushmakin","A Practical Approach to Quantitative Validation of","Mathematics & Statistics"
"Bonnin","Urban Morphogenesis 1","Mathematics & Statistics"
"Jurczenko","Practical Guide to Risk-Based Investing","Mathematics & Statistics"
"George","Meshing, Geometric Modeling and Numerical Simulati","Mathematics & Statistics"
"O'Leary","Linear Algebra","Mathematics & Statistics"
"Kutcher","A Primary Care Guide to Depression","Medicine"
"Blume-Peytavi","Atlas der P?diatrischen Dermatologie","Medicine"
"Abraham","The Hands-on Guide to Data Intepretation","Medicine"
"Donald","The Hands-on Guide to the Foundation Programme, 5t","Medicine"
"Sam","Rapid Differential Diagnosis","Medicine"
"Sam","Rapid Medicine 2e","Medicine"
"Donald","The Hands-on Guide for Junior Doctors 4e","Medicine"
"Hewitson","The Hands-on Guide to Practical Paediatrics","Medicine"
"Mirza","Rapid Ophthalmology","Medicine"
"Abhinav","Rapid Neurology and Neurosurgery","Medicine"
"Moore","Rapid Obstetrics and Gynaecology 2e","Medicine"
"Brough","Rapid Paediatrics and Child Health 2e","Medicine"
"Batchelder","Rapid Clinical Pharmacology: A Student Formulary","Medicine"
"Chatu","The Hands-on Guide to Clinical Pharmacology 3e","Medicine"
"Stephenson","The Hands-on Guide to Surgical Training","Medicine"
"Dahm","Evidence-based Urology 2e","Medicine"
"Eeles","Cancer Prevention and Screening: Concepts, Princip","Medicine"
"Edmonds","Dewhurst's Textbook of Obstetrics & Gynaecology 9e","Medicine"
"Burg","Atlas of Dermatopathology Tumors and Cysts","Medicine"
"Phelan","Critical Care Obstetrics 6th edition","Medicine"
"Huang","PACS-Based Multimedia Imaging Informatics: Basic P","Medicine"
"Hoffbrand","Color Atlas of Clinical Hematology: Molecular and ","Medicine"
"Moskowitz","Psychosis, Dissociation and Trauma, 2e: Evolving P","Medicine"
"Wiley","Endovascular Interventions","Medicine"
"Kadir","Inherited Bleeding Disorders in Women 2e","Medicine"
"Norwitz","Evidence-based Obstetrics and Gynecology","Medicine"
"Swanwick","Understanding Medical Education: Evidence, Theorya","Medicine"
"Baran","Baran & Dawber's Diseases of the Nails and their M","Medicine"
"McKenzie","Handbook of Sports Medicine and Science: Canoeing","Medicine"
"Smith","Smith's Textbook of Endourology 4e","Medicine"
"Hankey","Warlow's Stroke, 4th Edition","Medicine"
"Tentolouris","Atlas of the Diabetic Foot, 3rd edition","Medicine"
"Oh","Mount Sinai Expert Guides: Oncology","Medicine"
"Donaldson","Practical Endocrinology and Diabetes in Children4e","Medicine"
"Dattani","Brook's Clinical Pediatric Endocrinology, 7th Edit","Medicine"
"Franca","Advances in Integrative Dermatology","Medicine"
"Shenasa","Cardiac Mapping, 5th Edition","Medicine"
"Jones","Injectable Fillers: Facial Shaping and Contouring2","Medicine"
"Aboumarzouk","Blandy's Urology, 3rd Edition","Medicine"
"Mayer","Mount Sinai Expert Guides: Critical Care","Medicine"
"Elkayam","Cardiac Problems in Pregnancy, 4th Edition","Medicine"
"Provan","Molecular Hematology 4e","Medicine"
"Nouri","Pediatric Dermatologic Surgery","Medicine"
"Wiley","Endovascular Procedures A Step-by-Step Approach","Medicine"
"McDonald","Evidence-based Gastroenterology and Hepatology 4e","Medicine"
"Bain","Bone Marrow Pathology Fifth Edition","Medicine"
"Samei","Hendee's Medical Imaging Physics, Fifth Edition","Medicine"
"Wang","Flexible Bronchoscopy 4e","Medicine"
"Thapliyal","Environmnetal and Comparative Endocrinology","Medicine"
"Dilsizian","Cardiac CT, PET and MR","Medicine"
"ALSG","Neonatal Adult Paediatric Safe Transfer & Retrieva","Medicine"
"Wittekind","TNM Supplement: A Commentary on Uniform Use 5e","Medicine"
"Bilous","Handbook of Diabetes 5e","Medicine"
"Sperling","Mount Sinai Expert Guides: Obstetrics and Gynecolo","Medicine"
"Koutroulis","Management of the Hi-Tech Patient in Emergency, Ac","Medicine"
"Gregory","Gregory's Pediatric Anesthesia, 6th Edition","Medicine"
"Hoeger","Harper's Textbook of Pediatric Dermatology 2-Volum","Medicine"
"Higgins","Cochrane Handbook for Systematic Reviews of Interv","Medicine"
"McFadden","Common Contact Allergens: A Practical Guide to Tes","Medicine"
"Waksman","Transcatheter Mitral Valve Therapies","Medicine"
"Sinclair","Pathy's Principles and Practice of Geriatric Medic","Medicine"
"Radosevich","Precision Medicine in Radiation Oncology","Medicine"
"Bhidayasiri","Movement Disorders Differential Diagnosis: A Prior","Medicine"
"Bhidayasiri","Neurological Differential Diagnosis: A Prioritized","Medicine"
"Goldstein","Female Sexual Pain Disorders: Evaluation and Manag","Medicine"
"Haycock","Cotton and Williams' Practical Gastrointestinalndo","Medicine"
"Cotes","Lung Function","Medicine"
"Hackshaw","A Concise Guide to Clinical Trials 2e","Medicine"
"Sanina","Cardiac Regeneration: Principles and Practice","Medicine"
"Cascino","Adult Epilepsy, 2nd Edition","Medicine"
"Asirvatham","Cardiac Pacing, Defibrillation and Resynchronizati","Medicine"
"Strom","Pharmacoepidemiology 6e","Medicine"
"Smith","Textbook of Surgery","Medicine"
"Paul","Contemporary Abortion Care","Medicine"
"Barlis","Coronary Optical Coherence Tomography: A Clinical ","Medicine"
"Donnelly","How to Succeed at Interprofessional Education","Medicine"
"Jones","BACPR Cardiovascular Prevention and Rehabilitation","Medicine"
"Wessells","A Clinical Guide to Urologic Emergencies","Medicine"
"Mavroudis","Pediatric Cardiac Surgery 5e","Medicine"
"Arias","The Liver - Biology and Pathobiology 6e","Medicine"
"Shepherd","Morson and Dawson's Handbook of Gastrointestinal P","Medicine"
"Bateman","Morson and Dawson's Gastrointestinal Pathology 6e","Medicine"
"Wittekind","TNM Atlas 7e","Medicine"
"Griffin","The Textbook of Pharmaceutical Medicine 8th Editio","Medicine"
"Samei","Clinical Medical Imaging Physics 1e","Medicine"
"Winter","Surgical Management of Advanced Rectal Cancers: Ex","Medicine"
"Ameen","Tropical Dermatology: Diagnosis and Treatment","Medicine"
"Boulton","The Foot in Diabetes 5th edition","Medicine"
"Molony","Evidence-Based Nephrology, 2nd Edition","Medicine"
"Smith","Pediatric Hematology, Fourth Edition","Medicine"
"Federici","Von Willebrand Disease: Basic and Clinical Aspects","Medicine"
"Rane","Ambulatory Urology and Urogynecology","Medicine"
"Isaacson","Office-based Gynecology","Medicine"
"Gershman","Practical Pediatric Gastrointestinal Endoscopy 3rd","Medicine"
"Inadomi","Yamada's Handbook of Gastroenterology 4e","Medicine"
"Hirsch","Atlas of EEG in Critical Care","Medicine"
"Gilbert","Photodynamic Therapy","Medicine"
"Houshmand","Microneedling","Medicine"
"Egger","Systematic Reviews in Health Research 3e","Medicine"
"Evans","Safety in Numbers Statistical Methods in Pharmacov","Medicine"
"Clavien","Medical and Surgical Care of the Liver Transplant ","Medicine"
"Paus","Dawber's Diseases of the Hair and Scalp 4e","Medicine"
"Gold","Energy Based Devices I","Medicine"
"ALSG","Hazardous Incident Medical Management and Support(","Medicine"
"Fogel","The Single Ventricle: From Fetus to Adult","Medicine"
"Bay?s de Luna","Electrocardiography in Ischemic Heart Disease: Cli","Medicine"
"Kusumoto","Understanding Intracardiac EGMs: Anatomic Correlat","Medicine"
"Wensing","Improving Patient Care: The Implementation of Chan","Medicine"
"Chilukuri","Injectable Toxins and Fillers","Medicine"
"Mattu","ECGs for the Emergency Physician 3","Medicine"
"Mattu","ECGs for the Emergency Physician: Preparing for th","Medicine"
"Chretien","Infections of the Nervous System, Neuropathology a","Medicine"
"Kumar","The AST Handbook of Transplant Infections 2e","Medicine"
"Lauwers","GI Pathology and Endoscopic Biopsy","Medicine"
"Bible","Handbook of Endocrine Cancer","Medicine"
"Sepodes","Rare Diseases and Orphan Medicinal Products","Medicine"
"ALSG","Paediatric Emergency Triage","Medicine"
"Fuster","Mount Sinai Expert Guides: Cardiology","Medicine"
"Genden","Mount Sinai Expert Guides: Otolaryngology","Medicine"
"Donovan","Clinical Hair Loss: A Practical Guide","Medicine"
"Dunbar-Rees","Outcomes Based Healthcare","Medicine"
"Clarke","Queen Square Practical Neurology","Medicine"
"Rudolph","Congenital Diseases of the Heart: Clinical-Physiol","Medicine"
"Saba","Imaging in Epilepsy","Medicine"
"Schneider","Counseling About Cancer: Strategies for Genetic Co","Medicine"
"Bowling","Diagnostic Dermoscopy - The Illustrated Guide, 2e","Medicine"
"Dattani","Handbook of Clinical Pediatric Endocrinology 3e","Medicine"
"Bay?s de Luna","Clinical Electrocardiography - A Textbook 5e","Medicine"
"Ghani","Endourology: A Practical Handbook","Medicine"
"Cerroni","Skin Lymphoma - The Illustrated Guide","Medicine"
"Bhandari","Evidence-Based Orthopedics, 2nd Edition","Medicine"
"Ghosh","Endocrinology Protocols and Tests","Medicine"
"Stouffer","Cardiology Board Review: ECG, Hemodynamic and Angi","Medicine"
"Roberts","Neonatal Hematology","Medicine"
"Kurimoto","Endobronchial Ultrasonography 2e","Medicine"
"Weller","Clinical Dermatology 6e","Medicine"
"Campbell","Statistics at Square Two 3e","Medicine"
"Brady","The Electrocardiagram in Emergency and Acute Care","Medicine"
"Mann","Handbook of Dermatology: A Practical Manual","Medicine"
"Pope","Qualitative Research in Health Care 4e","Medicine"
"Gerber","The IVUS Manual","Medicine"
"Shorvon","Handbook of Epilepsy Treatment 4e","Medicine"
"Raine","Bobath Concept: Theory and Clinical Practice in Ne","Nursing, Dentistry & Healthcare"
"le May","Rapid Adult Nursing","Nursing, Dentistry & Healthcare"
"Cescutti-Butler","The Hands-on Guide to Midwifery Placements","Nursing, Dentistry & Healthcare"
"Menzies-Gow","Rapid Cardiac Care","Nursing, Dentistry & Healthcare"
"Rees","Rapid Research Methods for Nurses, Midwives and He","Nursing, Dentistry & Healthcare"
"Ross","Rapid Infection Control Nursing","Nursing, Dentistry & Healthcare"
"Smith","Rapid Mental Health Nursing","Nursing, Dentistry & Healthcare"
"Snow","Rapid Midwifery","Nursing, Dentistry & Healthcare"
"Wicker","Rapid Perioperative Care","Nursing, Dentistry & Healthcare"
"Yusuf","Handbook of Renewable Materials for Coloration and","Nursing, Dentistry & Healthcare"
"Huang","Evidence-Based Orthodontics","Nursing, Dentistry & Healthcare"
"Ahmed","Green and Sustainable Advanced Materials; Volume 1","Nursing, Dentistry & Healthcare"
"Fine","Sports Dentistry: Principles and Practice","Nursing, Dentistry & Healthcare"
"Levitt","Treatment of Cerebral Palsy and Motor Delay, 6th E","Nursing, Dentistry & Healthcare"
"BNF","Cardiovascular Disease: Diet, Nutrition and Emergi","Nursing, Dentistry & Healthcare"
"Ahmed","Green and Sustainable Advanced Materials; Volume 2","Nursing, Dentistry & Healthcare"
"Westphal Theile","Clinical Cases in Dental Hygiene","Nursing, Dentistry & Healthcare"
"Elaskary","Advances in Esthetic Implant Dentistry","Nursing, Dentistry & Healthcare"
"Ansari","Atlas of Pediatric Oral and Dental Developmental A","Nursing, Dentistry & Healthcare"
"Towne","Neurotoxins and Fillers in Facial Esthetic Surgery","Nursing, Dentistry & Healthcare"
"MacDonald","Oral and Maxillofacial Radiology: A Diagnostic App","Nursing, Dentistry & Healthcare"
"Steinbacher","Aesthetic Orthognathic Surgery and Rhinoplasty","Nursing, Dentistry & Healthcare"
"Neuhaus","Management of Dental Emergencies in Children and A","Nursing, Dentistry & Healthcare"
"Orstavik","Essential Endodontology: Prevention and Treatmento","Nursing, Dentistry & Healthcare"
"Nelson","Statistics in Nutrition and Dietetics","Nursing, Dentistry & Healthcare"
"Claeyssens","Laser-based Micro/nano Processing of Biomaterials","Nursing, Dentistry & Healthcare"
"Harrison","Knowledge Translation in Nursing","Nursing, Dentistry & Healthcare"
"Steier","Clinical Decision Making in Endodontics","Nursing, Dentistry & Healthcare"
"Lucia","Polysaccharide-Derived Materials for Biomedicine","Nursing, Dentistry & Healthcare"
"Molineux","Occupational Narratives - Narrative Research in Hu","Nursing, Dentistry & Healthcare"
"Banerji","Practical Procedures in the Management of Tooth We","Nursing, Dentistry & Healthcare"
"Gonzalez","Intraoral Maxillofacial Distraction Osteogenesis","Nursing, Dentistry & Healthcare"
"Clavier","Food and Health","Nursing, Dentistry & Healthcare"
"Yearwood","Child and Adolescent Behavioral Health: A Resource","Nursing, Dentistry & Healthcare"
"Malamos","Clinical Guide to Oral Disease","Nursing, Dentistry & Healthcare"
"Sangiovanni","Nutrients in Eye Health and Disease","Nursing, Dentistry & Healthcare"
"Geissberger","Esthetic Dentistry in Clinical Practice, Second Ed","Nursing, Dentistry & Healthcare"
"Dym","Oral Surgery, Medicine, and Pathology for the Oral","Nursing, Dentistry & Healthcare"
"Ahmad","Essentials of Dental Photography","Nursing, Dentistry & Healthcare"
"Park","Temporary Anchorage Devices in Clinical Orthodonti","Nursing, Dentistry & Healthcare"
"Attanasio","Dental Management of Sleep Disorders, 2nd Edition","Nursing, Dentistry & Healthcare"
"Speight","Shear's Cysts of the Oral and Maxillofacial Region","Nursing, Dentistry & Healthcare"
"Paganelli","Confidence and Legitimacy in Health Information an","Nursing, Dentistry & Healthcare"
"Gill","Fixed Orthodontic Appliances - Principles and Prac","Nursing, Dentistry & Healthcare"
"Pinto","Pediatric Oral Medicine and Clinical Pathology","Nursing, Dentistry & Healthcare"
"Ho","Practical Procedures in Implant Dentistry","Nursing, Dentistry & Healthcare"
"Artzi","Bone Augmentation by Anatomical Region: Techniques","Nursing, Dentistry & Healthcare"
"Granja","Handbook of Biomaterials","Nursing, Dentistry & Healthcare"
"Abou-Rabii","Drug Handbook for Dental Practice","Nursing, Dentistry & Healthcare"
"Parker","Ergonomics in the Dental Office","Nursing, Dentistry & Healthcare"
"Franco","Colors in Endodontics: An Interpretative Atlas","Nursing, Dentistry & Healthcare"
"Dowson","Bio-tribology","Nursing, Dentistry & Healthcare"
"Thomas","Renal Nursing 5e","Nursing, Dentistry & Healthcare"
"Farren","Oncology Nursing: Case Studies for Prevention and ","Nursing, Dentistry & Healthcare"
"Bruce","The Great Ormond Street Hospital Manual of Clinica","Nursing, Dentistry & Healthcare"
"Kreyer","Complete Denture Prosthetics","Nursing, Dentistry & Healthcare"
"Kucia","Cardiac Care: A practical guide for nurses","Nursing, Dentistry & Healthcare"
"Staley","Essentials of Orthodontics: Diagnosis and Treatmen","Nursing, Dentistry & Healthcare"
"Ryan","Handbook of Dentoalveolar Surgery","Nursing, Dentistry & Healthcare"
"Naini","Facial Aesthetics: Concepts and Clinical Diagnosis","Nursing, Dentistry & Healthcare"
"Drago","Implant Restorations: A Step-by-Step Guide","Nursing, Dentistry & Healthcare"
"Bridges","Dental Reception and Practice Management 2nd Editi","Nursing, Dentistry & Healthcare"
"Brady","Electrocardiogram in Clinical Medicine","Nursing, Dentistry & Healthcare"
"Daniels","Team Approach to Implant Dentistry","Nursing, Dentistry & Healthcare"
"Fernandes","Reconstruction of the Mandible: A Practical Approa","Nursing, Dentistry & Healthcare"
"Craig","Occupational Therapy with Groups","Nursing, Dentistry & Healthcare"
"Reznick","Oral Surgery in the Dental Office","Nursing, Dentistry & Healthcare"
"Dibart","Practical Advanced Periodontal Surgery, 2nd Editio","Nursing, Dentistry & Healthcare"
"Shafie","Clinical and Laboratory Manual of Implant Overdent","Nursing, Dentistry & Healthcare"
"Shaw","Clinical Paediatric Dietetics 5e","Nursing, Dentistry & Healthcare"
"Cousley","The Orthodontics Mini-implant Clinical Handbook oB","Nursing, Dentistry & Healthcare"
"Rogers","Basic Guide to Dental Sedation Nursing 2nd Edition","Nursing, Dentistry & Healthcare"
"Shahdad","Optimising Implant Restorations in the Aesthetic Z","Nursing, Dentistry & Healthcare"
"Fukai","Oral Health for an Ageing Population: Evidence, Po","Nursing, Dentistry & Healthcare"
"Jokstad","Osseointegration and Dental Implants: the Scientif","Nursing, Dentistry & Healthcare"
"Amaechi","Handbook of Clinical Caries Management","Nursing, Dentistry & Healthcare"
"Chopra","Clinical Atlas of Retreatment in Endodontics oBook","Nursing, Dentistry & Healthcare"
"Weinberg","The Dentist's Drug and Prescription Guide, 2e","Nursing, Dentistry & Healthcare"
"Kloss","Occupational Health Law","Nursing, Dentistry & Healthcare"
"Ki","Power Management Integrated Circuit Analysis and D","Physical Sciences & Engineering"
"Madawala","Inductive Power Transfer Systems: Theory, Modeling","Physical Sciences & Engineering"
"Rui","Transfer Matrix Method for Multibody Systems: Theo","Physical Sciences & Engineering"
"Yamada","Fixed Point Iterations: A Unified View of Signal a","Physical Sciences & Engineering"
"Cho","Isogeometric Optimal Design: Geometrically Exact S","Physical Sciences & Engineering"
"Ma","Electric Vehicles: Technology, System and Implemen","Physical Sciences & Engineering"
"Manwell","Offshore Wind Energy Explained","Physical Sciences & Engineering"
"Wang","Computational Modeling and Simulation of Heat Trea","Physical Sciences & Engineering"
"Poljak","Computational Methods in Electromagnetic Compatibi","Physical Sciences & Engineering"
"Achillopoulou","Reinforced Concrete Structures: Design, Assesment,","Physical Sciences & Engineering"
"Wandelt","Surface and Interface Science - Volume 8 - Applica","Physical Sciences & Engineering"
"Wandelt","Surface and Interface Science V 7 - Solid-Liquidan","Physical Sciences & Engineering"
"Upadhyay","Modern Aircraft Structures","Physical Sciences & Engineering"
"Godwin","New Plasticizer Technology","Physical Sciences & Engineering"
"Holloway","Fracking: Further Investigations into the Environm","Physical Sciences & Engineering"
"Hamdi","Mathematical Theories for Computer and Network Sec","Physical Sciences & Engineering"
"Holloway","Dictionary of Industrial Terms, Second Edition","Physical Sciences & Engineering"
"Mittal","Progress in Adhesion and Adhesives, Volume 3","Physical Sciences & Engineering"
"Kaase","Solarstrahlung und Tageslicht","Physical Sciences & Engineering"
"Klyatis","Reliability Prediction and Testing Textbook","Physical Sciences & Engineering"
"Boracchini","Design and Analysis of Connections in Steel Struct","Physical Sciences & Engineering"
"Li","Materials and Processes for CO2 Capture, Conversio","Physical Sciences & Engineering"
"Chin","Measurement While Drilling (MWD) Signal Analysis, ","Physical Sciences & Engineering"
"Sankir","Hydrogen Storage Technologies","Physical Sciences & Engineering"
"Sutherland","Energy Efficient Manufacturing: Theory and Applica","Physical Sciences & Engineering"
"Sharma","Understanding Color Management 2e","Physical Sciences & Engineering"
"Kutz","Handbook of Environmental Engineering","Physical Sciences & Engineering"
"Dujmovic","Soft Computing Evaluation Logic: The LSP Decision ","Physical Sciences & Engineering"
"Steinle","Precast Concrete Structures 2e - (Package: Print +","Physical Sciences & Engineering"
"Souk","Flat Panel Display Manufacturing","Physical Sciences & Engineering"
"Bruב","Quantum Information - Technology Applications","Physical Sciences & Engineering"
"Gough","Biomass Energy and Carbon Capture and Storage (BEC","Physical Sciences & Engineering"
"Sangwal","Nucleation and Crystal Growth: Metastability of So","Physical Sciences & Engineering"
"Kachroo","Transportronics: An Introduction to Transportation","Physical Sciences & Engineering"
"Ganeev","Resonance Enhancement in Laser-Produced Plasmas: C","Physical Sciences & Engineering"
"Lobry","The Consumer-Resource Relationship: Mathematical M","Physical Sciences & Engineering"
"Khalfallah","Structural Analysis 1: Statically Determinate Stru","Physical Sciences & Engineering"
"Berthelin","Soils as a Key Component of the Critical Zone 1: F","Physical Sciences & Engineering"
"Pyster","The Paradoxical Mindset of Systems Engineers: Unco","Physical Sciences & Engineering"
"Sundaram","78th Conference on Glass Problems: Ceramic Enginee","Physical Sciences & Engineering"
"Kamali","AeroMACS: An IEEE 802.16 Standard-Based Technology","Physical Sciences & Engineering"
"Liu","Formation Control of Multiple Autonomous Vehicle S","Physical Sciences & Engineering"
"Engel","Practical Creativity and Innovation in Systems Eng","Physical Sciences & Engineering"
"Pandikumar","Rational Design of Solar Cells for Efficient Solar","Physical Sciences & Engineering"
"M?ller","Photovoltaic Modeling Handbook","Physical Sciences & Engineering"
"Sharon","Carbon Dots As Theranostic Agents","Physical Sciences & Engineering"
"Daqaq","Dynamics of Particles and Rigid Bodies: A Self-Lea","Physical Sciences & Engineering"
"Kukushkin","Introduction to Mobile Network Engineering: GSM, 3","Physical Sciences & Engineering"
"Leis","Communication Systems Principles Using MATLAB","Physical Sciences & Engineering"
"Sallam","Electric Distribution Systems, Second Edition","Physical Sciences & Engineering"
"Haimes","Modeling and Managing Interdependent Complex Syste","Physical Sciences & Engineering"
"Zhi","Flexible Energy Conversion and Storage Devices","Physical Sciences & Engineering"
"Parraman","2.5D Printing: Bridging the Gap Between 2D and 3D ","Physical Sciences & Engineering"
"Vincent","Audio Source Separation and Speech Enhancement","Physical Sciences & Engineering"
"Pecht","Prognostics and Health Management of Electronics: ","Physical Sciences & Engineering"
"Amato","Finite-Time Stability: An Input-Output Approach","Physical Sciences & Engineering"
"Yersin","Highly Efficient OLEDs - Materials Based on Therma","Physical Sciences & Engineering"
"Jawaid","Synthesis and Tribological Applications of Hybrid ","Physical Sciences & Engineering"
"Mishra","Fundamentals of Network Planning & Optimization, 2","Physical Sciences & Engineering"
"Zhang","Automotive Power Transmission Systems","Physical Sciences & Engineering"
"Colloms","High Performance Loudspeakers: Optimising High Fid","Physical Sciences & Engineering"
"ECCS - European","Design of Composite Structures","Physical Sciences & Engineering"
"Seim","Bewertung und Verst?rkung von Stahlbetontragwerken","Physical Sciences & Engineering"
"Al-Dulaimi","5G Networks: Fundamental Requirements, Enabling Te","Physical Sciences & Engineering"
"Johnson","Composite Structures of Steel and Concrete: Beams,","Physical Sciences & Engineering"
"de la Rosa","Sigma-Delta Converters: Theory, Practical Design G","Physical Sciences & Engineering"
"Zhang","Metal-Air Batteries - Fundamentals and Application","Physical Sciences & Engineering"
"Kitai","Principles of Solar Cells, LEDs and Related Device","Physical Sciences & Engineering"
"Yun","Counter Electrodes for Dye-sensitized and Perovski","Physical Sciences & Engineering"
"Lund","Advances in Energy Systems: The Large-scale Renewa","Physical Sciences & Engineering"
"Zheng","Smart Electronic Systems - Heterogeneous Integrati","Physical Sciences & Engineering"
"Samori","Flexible Carbon-based Electronics","Physical Sciences & Engineering"
"Cirani","Internet of Things: Architectures, Protocols and S","Physical Sciences & Engineering"
"Gupta","An Introduction to Automotive Engineering","Physical Sciences & Engineering"
"Singh","Ionic Liquids in Nanomaterials: Protein Stabilizat","Physical Sciences & Engineering"
"Deutsche Gesell","Taschenbuch f?r den Tunnelbau 2019","Physical Sciences & Engineering"
"Deutsche Gesell","Empfehlungen des Arbeitskreises ""Baugrunddynamik""","Physical Sciences & Engineering"
"Mahmoud","Advances in Ceramics for Environmental, Functional","Physical Sciences & Engineering"
"Tiwari","Advanced Coatings Materials","Physical Sciences & Engineering"
"Tiwari","Advanced Photovoltaic Materials","Physical Sciences & Engineering"
"Dijksman","Design of Piezo Inkjet Print Heads - From Acoustic","Physical Sciences & Engineering"
"Sum","Halide Perovskites - Photovoltaics, Light Emitting","Physical Sciences & Engineering"
"Chang","Fluorescent Nanodiamonds","Physical Sciences & Engineering"
"Mouftah","Transportation and Power Grid in Smart Cities: Com","Physical Sciences & Engineering"
"Mazzoni","Electrical Systems for Nuclear Power Plants","Physical Sciences & Engineering"
"Couretas","An Introduction to Cyber Modeling and Simulation","Physical Sciences & Engineering"
"Speight","Environmental Management - An Introduction","Physical Sciences & Engineering"
"Fink","Polymer Waste Management","Physical Sciences & Engineering"
"Dubi","Logistic Optimization","Physical Sciences & Engineering"
"Netravali","Advanced Green Composites","Physical Sciences & Engineering"
"Ul-Islam","Advanced Textile Engineering Materials","Physical Sciences & Engineering"
"Nenadic","Ultrasound Elastography for Biomedical Application","Physical Sciences & Engineering"
"Sun","Power System Control Under Cascading Failures: Und","Physical Sciences & Engineering"
"Padfield","Helicopter Flight Dynamics: Including a Treatmento","Physical Sciences & Engineering"
"Pang","Noise and Vibration Control of Automotive Body","Physical Sciences & Engineering"
"Huang","Ferroelectric Materials for Energy Applications","Physical Sciences & Engineering"
"Elhajjar","Practical Design and Validation of Composite Struc","Physical Sciences & Engineering"
"Levy","Transparent Conductive Materials - Materials * Syn","Physical Sciences & Engineering"
"Schmidt","Ausf?hrung von Stahlbauten - Technische Regeln: Ko","Physical Sciences & Engineering"
"Fiorentini","Principles of Forensic Engineering Applied to Indu","Physical Sciences & Engineering"
"Tiwari","Advanced Thermoelectric Materials","Physical Sciences & Engineering"
"Maswood","Advanced Multilevel Converters and Applications in","Physical Sciences & Engineering"
"P.M.","High Performance Polymers and Their Nanocomposites","Physical Sciences & Engineering"
"Tiwari","Advanced Battery Materials","Physical Sciences & Engineering"
"Tiwari","Advanced Tropological Insulator Materials","Physical Sciences & Engineering"
"Kanchi","Green Metal Nanoparticles: Synthesis, Characteriza","Physical Sciences & Engineering"
"Fedorov","Eiserne Eremitage - Bauen mit Eisen im Russlandder","Physical Sciences & Engineering"
"Bergmeister","Beton-Kalender 2018 - Schwerpunkte: Bautenschutz, ","Physical Sciences & Engineering"
"Hussain","Advanced Nanoelectronics - Post-Silicon Materialsa","Physical Sciences & Engineering"
"Chew","The Wireless Internet of Things: A Guide to the Lo","Physical Sciences & Engineering"
"Binns","Aircraft Systems: Instruments, Communications, Nav","Physical Sciences & Engineering"
